-5.84352E+14,-3.46585E+11,1006083,PARADA NO OFICIAL,VARELA AV.,3112,"","",VARELA AV. 3112,VARELA AV.,3112,102.572.802.328.000.000.000,96.760.740.395.899.900.000,F,"","",RELEVAMIENTO2015,T,9/4/2015
-5.8433E+14,-3.46615E+11,20348,"","","","","","","","",102.776.148.769.318.000.000,96.424.301.875.235.200.000,T,VARELA,"RABANAL, FRANCISCO, INTENDENTE AV.&&VARELA AV.",USIG,T,12/10/2016
-5.85003E+14,-3.46624E+11,395,"","","","","","","","",96.605.674.912.784.100.000,96.321.162.462.390.900.000,F,"","DE LA TORRE, LISANDRO AV.&&PUPILLO, LIBORIO, PASEO",USIG,F,8/11/2016
-5.84725E+14,-3.46628E+11,13347,"","","","","","","","",99.155.320.312.500.000.000,96.283.359.375.000.000.000,F,"","AUTOPISTA DELLEPIANE LUIS TTE. GRAL.&&DELLEPIANE, LUIS, TTE. GRAL.",USIG,F,8/11/2016
-5.85004E+14,-3.46629E+11,1006454,PARADAS DE POSTE,DE LOS CORRALES AV.,6532,"","",DE LOS CORRALES AV. 6532,DE LOS CORRALES AV.,6532,96.600.772.266.700.000.000,96.265.857.438.499.900.000,F,"","",RELEVAMIENTO2015,T,13/4/2015
-5.8484E+14,-3.46652E+11,13454,"","","","","","","","",98.098.796.875.000.000.000,96.012.632.812.500.000.000,F,"",ECHEANDIA&&LARRAYA,USIG,F,8/11/2016
-5.84795E+14,-3.46675E+11,13547,"","","","","","","","",98.516.617.187.500.000.000,95.762.007.812.500.000.000,F,"",FONROUGE&&SANTANDER,USIG,F,30/11/2016
-5.84911E+14,-3.46798E+11,1006837,PARADAS DE POSTE,BARCA CABO DE HORNOS,6710,"","",BARCA CABO DE HORNOS 6710,BARCA CABO DE HORNOS,6710,97.454.965.871.099.900.000,94.396.087.479.099.900.000,F,"","",RELEVAMIENTO2015,T,13/4/2015
-5.84794E+14,-3.46807E+11,13901,"","","","","","","","",98.528.375.000.000.000.000,94.290.304.687.500.000.000,F,"","GORDILLO, TIMOTEO&&RIESTRA AV.",USIG,F,8/11/2016
-5.84793E+14,-3.46922E+11,1007273,PARADA NO OFICIAL,"PAZ, GRAL. AV. COLECTORA",S/N,SOLDADO JUAN RAVA,ROOSEVELT,"","","",98.531.587.874.242.700.000,93.023.173.314.526.800.000,F,"","",RELEVAMIENTO2015,T,15/4/2015
-5.84755E+14,-3.46937E+11,14180,"","","","","","","","",98.879.640.625.000.000.000,92.852.859.375.000.000.000,F,"","CORRALES&&PAZ, GRAL. AV.",USIG,F,8/11/2016
-5.84839E+14,-3.45235E+11,20447,"","","","","","","","",98.109.198.137.294.600.000,111.738.021.504.806.000.000,T,ARENALES,"",USIG,T,12/10/2016
-5.84792E+14,-3.45321E+11,20438,"","","","","","","","",98.541.148.049.563.100.000,110.775.887.909.898.000.000,T,LAS HERAS,"",USIG,T,12/10/2016
-5.84784E+14,-3.4534E+11,20436,"","","","","","","","",98.616.390.937.506.800.000,110.566.183.194.426.000.000,T,ALVAREZ,"",USIG,T,12/10/2016
