LINEA,STOP_ID
108,1004539
108,1004543
108,1004547
108,1004564
108,1004548
108,1004563
108,1004562
108,1004549
108,1004552
108,1004800
108,1004822
108,14939
108,1004815
108,1004814
108,1004813
108,14977
108,1004555
108,1004794
108,1006357
109,1004561
109,4959
109,1004468
109,1004554
109,1000741
109,1000134
109,1002589
109,1001499
109,1002587
109,1003989
109,1003767
109,1004396
109,1004404
109,1004467
109,1004550
109,1000737
109,1000203
109,1000207
109,1000734
109,1000209
109,1001744
109,1000735
109,1000202
109,1000135
109,20284
109,1001036
109,1000195
109,1001915
109,1000073
109,1000072
109,1001926
109,1001904
109,1003648
109,1000191
109,4956
109,1003971
109,1000185
109,107
109,1001930
109,5038
109,1001534
109,1003967
109,1002477
109,1003947
109,1001693
109,1003638
109,1000490
109,1003649
109,1000508
109,1000496
109,1003970
109,20283
109,1003650
109,5214
109,1003948
109,1001691
109,1003980
109,1000440
109,1002121
109,5348
109,1003969
109,1003949
109,5383
109,1003651
109,1004282
109,1001948
109,1002517
109,1002584
109,5701
109,20663
109,5576
109,5679
109,1003984
109,5720
109,5727
109,5767
109,20282
109,1004230
109,1003783
109,5914
109,1004229
109,1004285
109,1004033
109,1004397
109,1004091
109,1004398
109,1003788
109,1004087
109,1004395
109,1004085
109,1004400
109,1003789
109,1004084
109,1004471
109,1004401
109,1003749
109,1004445
109,1005196
109,1003809
109,1004403
109,1004385
109,1004444
109,1005227
109,1003819
109,1004441
109,1004035
109,1004405
109,1004975
109,1004406
109,7805
109,1004466
109,1004424
109,166
109,14872
109,1004551
109,8412
109,1004567
109,1004549
109,1004553
109,1004560
109,1004559
109,1004558
109,1004775
109,1004779
109,1004556
109,10048
109,1006354
109,10353
109,20269
110,1006607
110,14567
110,3264
110,1004017
110,1947
110,1004727
110,1004725
110,1003214
110,1005025
110,1000905
110,1004741
110,1004737
110,1000638
110,1000603
110,1004739
110,4008
110,1000601
110,1004019
110,1003950
110,1004064
110,20280
110,1006621
110,1111
110,1130
110,1004193
110,1243
110,1353
110,1003394
110,1006620
110,1362
110,1372
110,1447
110,1004201
110,1006645
110,1585
110,1006605
110,1663
110,1006606
110,1770
110,1819
110,1006613
110,1893
110,1006608
110,1006609
110,2030
110,1006612
110,2129
110,1006611
110,2252
110,1004611
110,1003203
110,2282
110,2352
110,1004615
110,1003209
110,1004617
110,14556
110,2553
110,1004730
110,2649
110,2650
110,2706
110,2754
110,14598
110,14256
110,3050
110,1005026
110,1000908
110,1000906
110,14629
110,1004736
110,1000927
110,3330
110,1004753
110,1004754
110,1000920
110,1004735
110,3444
110,1004752
110,1000455
110,3390
110,1000499
110,1000446
110,1000510
110,1004686
110,3471
110,1000861
110,1000853
110,1004755
110,1004756
110,1000602
110,3649
110,1004740
110,1004757
110,3671
110,1000435
110,1000515
110,1004738
110,1004758
110,1000666
110,1003471
110,1000542
110,1004759
110,3871
110,1000421
110,1004760
110,1003472
110,1000771
110,1000288
110,1000635
110,1003470
110,1000412
110,1004761
110,1000526
110,1000598
110,1003473
110,1003465
110,1000285
110,1003468
110,1000632
110,1003460
110,1003466
110,1003464
110,14706
110,1000596
110,1000281
110,1003461
110,1003943
110,1004264
110,1004263
110,1004262
110,1004014
110,1004587
110,1004013
110,1004011
110,1003946
110,1004588
110,1004586
110,1003938
110,1003948
110,1004059
110,1004060
110,1003937
110,1003953
110,1004062
110,1003934
110,1003956
110,20282
110,5984
110,1003923
110,1004066
110,5996
110,6026
110,1003931
110,1003725
110,1003787
110,20281
110,6341
110,1004055
110,1004227
110,1004056
110,1004099
110,1004051
110,14818
110,14819
110,1004049
110,1004100
110,1004096
110,1004075
110,1004047
110,1004073
110,1004076
110,1004072
111,1000897
111,1001019
111,1000064
111,1003206
111,1004619
111,20783
111,1000896
111,1000651
111,1004186
111,1000476
111,1000132
111,1000193
111,1000959
111,1003201
111,1004614
111,1004615
111,1004617
111,1004618
111,1005027
111,1005028
111,1000893
111,2842
111,1000894
111,2902
111,1000892
111,1000895
111,2990
111,2977
111,20778
111,1000302
111,1000690
111,1000692
111,1004763
111,1000300
111,1000891
111,1004620
111,1000825
111,1000299
111,1000645
111,1004621
111,1004762
111,1000889
111,1004133
111,1000831
111,1004143
111,1004147
111,1000296
111,1004622
111,3556
111,3559
111,3587
111,14651
111,1000850
111,1000295
111,1004150
111,1004149
111,1006995
111,1000837
111,1004109
111,1003477
111,1004142
111,1004107
111,1003478
111,1003784
111,1004184
111,1003879
111,3825
111,1004158
111,1000845
111,1003835
111,1000293
111,1003839
111,1004141
111,1006994
111,1003880
111,1004159
111,3992
111,1000841
111,1004160
111,1004138
111,1004137
111,1000244
111,1004140
111,1003869
111,1004189
111,1004174
111,1003862
111,1004134
111,4174
111,1004161
111,1004136
111,1004139
111,1000142
111,14245
111,1000245
111,1000480
111,1003867
111,1003863
111,1000247
111,1000206
111,1000123
111,1000118
111,1000200
111,1000222
111,1001698
111,4725
111,1000103
111,1000202
111,1000194
111,1001704
111,1000191
111,1000068
111,1000189
111,1000183
111,1000184
111,1001694
111,1001683
111,1002379
111,5714
111,1001869
111,1001865
111,5856
111,5857
111,5862
111,1000964
111,5985
111,1000954
111,1000211
111,1000240
111,1001116
111,14828
111,6902
111,14832
111,7044
111,1000057
111,1000284
111,1000065
112,1003500
112,1903
112,1004637
112,1001787
112,1003509
112,1001781
112,1003628
112,1003629
112,1003854
112,1001319
112,1001179
112,1005456
112,1898
112,1968
112,1006609
112,2031
112,1005216
112,1006612
112,1005215
112,2323
112,2362
112,2434
112,2529
112,2552
112,1005029
112,1005051
112,2639
112,1005030
112,1004646
112,1003497
112,1005043
112,1004634
112,2810
112,1004649
112,1005116
112,1003506
112,1001775
112,1004631
112,1003569
112,1001780
112,1005033
112,1003620
112,1003623
112,1003634
112,1003768
112,1003748
112,1003798
112,1003773
112,1003813
112,3929
112,1003851
112,1003859
112,1003858
112,14717
112,1007311
112,1007310
112,4905
112,1003977
112,102
112,1007309
112,1007308
112,1003976
112,1003981
112,1003968
112,1003980
112,5387
112,5441
112,5563
112,5713
112,1003423
112,5814
112,1003414
112,138
112,1003433
112,6370
112,1003434
112,1003364
112,6590
112,1003340
112,1003616
112,1003338
112,1001243
112,1003573
112,1001317
112,1001239
112,1001162
112,1001231
112,1001172
112,1001228
112,1001174
112,1001226
112,1001216
112,10007
112,1001211
112,1001208
112,1001183
112,1001207
112,1001185
112,1005454
112,1005555
112,1005558
112,1005560
112,11813
112,11840
112,1005562
112,20354
112,1005564
112,15266
112,1005861
112,1005852
113,1006075
113,1003207
113,1002418
113,1004641
113,1004637
113,68
113,5170
113,5373
113,1004284
113,1004103
113,1004098
113,10185
113,1006320
113,1006326
113,1005751
113,1006264
113,1006263
113,1006259
113,1006396
113,1006395
113,1002777
113,1007278
113,1007277
113,1002782
113,1007276
113,1002891
113,1002895
113,1002892
113,1960
113,1003210
113,2080
113,1003211
113,1002422
113,2195
113,2225
113,1002423
113,2277
113,1002438
113,1001785
113,2356
113,1004643
113,1004640
113,1004644
113,1004638
113,1004635
113,1004645
113,1004632
113,1003494
113,1003502
113,3159
113,1004146
113,1004144
113,1004148
113,1004150
113,1004154
113,4052
113,1004155
113,4236
113,76
113,14700
113,1004292
113,4661
113,1004291
113,1004289
113,14755
113,14772
113,14785
113,5287
113,5475
113,5281
113,1004278
113,1004243
113,1004245
113,5721
113,5909
113,1004089
113,5914
113,1004224
113,1004088
113,1004226
113,1004244
113,1004101
113,1004102
113,1004095
113,1004079
113,1004104
113,1004097
113,6900
113,1004239
113,1004240
113,153
113,7381
113,7650
113,1002147
113,1002178
113,1002600
113,1002594
113,1002610
113,1002177
113,1002601
113,1002176
113,8363
113,8386
113,1002175
113,1002602
113,1002608
113,1002148
113,8844
113,8906
113,1002149
113,1002156
113,1002597
113,1002211
113,9189
113,9242
113,1002202
113,14933
113,9421
113,1002237
113,9517
113,9543
113,1002243
113,9635
113,1002248
113,9729
113,205
113,209
113,1006304
113,1006046
113,1006366
113,1006313
113,10366
113,10277
113,1006096
113,1006323
113,10440
113,1005403
113,1005735
113,1005404
113,1005741
113,1005738
113,1005722
113,1005405
113,1005706
113,1005748
113,1006032
113,1006034
113,1006035
113,1006262
113,1006261
113,1006260
113,1006402
113,1006400
113,1006399
113,1006397
113,1006394
113,1006393
113,1006391
114,1007280
114,1649
114,1004780
114,1004718
114,1005537
114,1005508
114,1005472
114,1005012
114,1004938
114,1006290
114,1006288
114,1006287
114,1006057
114,12568
114,13050
114,1006726
114,1006717
114,522
114,1005973
114,1491
114,1007302
114,1002739
114,25
114,1601
114,1002886
114,1007279
114,1002777
114,1007304
114,1655
114,1002887
114,1706
114,1002888
114,1784
114,1002459
114,1002457
114,1002452
114,2055
114,1004776
114,1002420
114,1004778
114,1004773
114,1004772
114,1004781
114,1004771
114,1004785
114,1004770
114,1005047
114,1004769
114,2701
114,1004766
114,2826
114,1004765
114,2935
114,2937
114,1004764
114,3058
114,1004688
114,1004690
114,1004692
114,1004742
114,1004716
114,1004721
114,1004717
114,1004744
114,1004720
114,1004719
114,1004745
114,1005542
114,1005535
114,1005510
114,1005557
114,1005504
114,1005507
114,1005483
114,1005477
114,1005427
114,1005488
114,1005426
114,1005013
114,1004610
114,1005130
114,1005018
114,1004991
114,1005019
114,1005020
114,1004990
114,1004402
114,1004449
114,1004935
114,1004979
114,1004936
114,1004978
114,1005197
114,1004950
114,1004951
114,1005198
114,1005199
114,1004952
114,1004954
114,1005224
114,1005686
114,1005223
114,1004962
114,1005231
114,1005228
114,1004963
114,1005684
114,9247
114,1005391
114,9509
114,1005388
114,1005393
114,1005685
114,1005387
114,1005394
114,1005386
114,1006297
114,1005611
114,10853
114,10855
114,10861
114,11079
114,1006291
114,1006054
114,1006286
114,11879
114,1006059
114,11988
114,15202
114,12060
114,15256
114,12229
114,12873
114,512
114,13123
114,1007106
114,1007111
114,1007112
114,1007105
114,13431
114,1006724
114,1006719
114,1006718
114,1006716
114,1006713
114,13601
114,523
114,13645
114,13657
114,15683
114,1006758
114,1006759
114,13709
114,13737
114,20401
114,20402
114,20403
114,20404
114,1005990
114,1005985
114,1005992
114,13997
114,1005982
114,1005995
114,20365
114,1005970
114,1005977
114,14094
114,20382
114,20379
114,20380
114,20377
114,20378
114,20375
114,20376
114,20373
114,20374
114,1007155
115,20353
115,20348
115,1001587
115,1001542
115,1001569
115,1001548
115,1001558
115,1005432
115,20355
115,20386
115,13912
115,1006998
115,1006919
115,1007011
115,4521
115,1002861
115,4776
115,4879
115,5008
115,5018
115,1001601
115,1001539
115,1001743
115,1001171
115,1001178
115,1001689
115,1002385
115,1002379
115,1001881
115,1001880
115,1000398
115,1000401
115,1000407
115,1002316
115,1002901
115,1000368
115,5816
115,1000364
115,1000362
115,1002908
115,6357
115,6381
115,6595
115,6740
115,1003003
115,1001069
115,1001067
115,1001064
115,1003004
115,1001304
115,1001062
115,1001306
115,1001592
115,1001523
115,1001589
115,1001527
115,1001596
115,1001537
115,1001584
115,9019
115,9315
115,1001578
115,1001564
115,1001552
115,1005441
115,20356
115,11375
115,11711
115,1005569
115,20354
115,15266
115,20352
115,20371
115,12843
115,20370
115,13057
115,20350
115,20369
115,20349
115,20368
115,20367
115,13374
115,20366
115,20391
115,20392
115,20346
115,20390
115,20387
115,20388
115,13753
115,20385
115,533
115,20383
115,20384
115,14008
115,20341
115,1005940
117,13454
117,1006657
117,1006653
117,130
117,1005814
117,9205
117,15914
117,236
117,15915
117,11030
117,1005761
117,13978
117,14029
117,1005973
117,1005901
117,1006655
117,15959
117,15951
117,1006663
117,1007265
117,928
117,15952
117,940
117,14464
117,966
117,15991
117,1066
117,1169
117,1005903
117,1005904
117,1005758
117,1004210
117,1005907
117,2251
117,14317
117,1005908
117,617
117,601
117,14256
117,3051
117,14634
117,3534
117,15997
117,3794
117,15999
117,1005793
117,1005787
117,1005795
117,4654
117,16057
117,112
117,1005801
117,5266
117,16059
117,5834
117,1005808
117,6508
117,6879
117,7169
117,7487
117,1004418
117,8010
117,8419
117,8751
117,1004426
117,9313
117,10795
117,9738
117,10065
117,10387
117,10907
117,1006181
117,1006004
117,10825
117,15941
117,16001
117,11005
117,11114
117,1006595
117,11319
117,1006349
117,1005713
117,11352
117,1006023
117,11490
117,11550
117,1005712
117,11600
117,1005717
117,1006022
117,1005765
117,11744
117,11935
117,1006020
117,12117
117,1006018
117,1006016
117,1006015
117,1006014
117,1006013
117,12876
117,12897
117,1005971
117,1006012
117,1005760
117,13169
117,13290
117,1005762
117,13366
117,1006733
117,1006732
117,13543
117,1006735
117,13634
117,13674
117,13682
117,13698
117,13728
117,1006731
117,1006686
117,1006755
117,1006679
117,1006707
117,1006693
117,1006678
117,1006159
117,1006694
117,1006677
117,13953
117,1005990
117,1005985
117,1006166
117,13982
117,1005992
117,13997
117,1005995
117,20365
117,1005970
117,1005977
117,14094
117,20382
117,20379
117,20380
117,20377
117,20378
117,20375
117,20376
117,20373
117,20374
117,1007155
118,1002751
118,1001989
118,1001982
118,1001974
118,1001970
118,6073
118,6451
118,1004508
118,1005157
118,1005151
118,1002738
118,1002733
118,1002753
118,1728
118,1866
118,1001996
118,1002065
118,1002076
118,1002284
118,1001987
118,1002290
118,1002295
118,1002304
118,2632
118,1002307
118,2833
118,1000804
118,2902
118,20778
118,20782
118,1001094
118,1000950
118,1000939
118,1000944
118,1000935
118,1000932
118,1000919
118,1000921
118,1000451
118,1000507
118,1000514
118,1000439
118,1000517
118,1000973
118,1001017
118,1000968
118,1001018
118,1001159
118,1001026
118,1000963
118,1001031
118,4895
118,5166
118,1002945
118,1002950
118,1001088
118,5820
118,1002905
118,1001092
118,6381
118,6740
118,1002951
118,1002913
118,7211
118,7586
118,1002916
118,7865
118,8001
118,8181
118,1003039
118,1002919
118,1002973
118,1002922
118,9196
118,1004516
118,1006589
118,9619
118,9640
118,1004506
118,1004505
118,1004509
118,1004389
118,1004657
118,10086
118,10160
118,1005161
118,1005160
118,1005159
118,1005158
118,1005162
118,1005147
118,1005163
118,1005167
118,1005166
12,20783
12,1000826
12,1000835
12,1000130
12,1000169
12,1002344
12,1001265
12,5957
12,1001244
12,1002795
12,9023
12,1002615
12,12006
12,1000706
12,20779
12,14395
12,1000647
12,3228
12,1000639
12,1000829
12,1000851
12,1000846
12,1000840
12,1000842
12,1000157
12,1000139
12,1000125
12,1000224
12,1000120
12,1000172
12,1000110
12,1000106
12,1000175
